Nota,Texto
5,"Gostei bastante do produto!. A tela é de qualidade e tem uma resposta imediata, brilho e cores muito bons. O gps e as medições dos sensores parecem bem confiáveis, (exceto para treino indoor (academia), que me parece contar muitas caloias queimadas, mas tudo bem. ). Da para atender chamadas pelo relógio e inclusive falar e ouvir por ele, gostei bastante dessa fundção. Outro recurso muito bom é o de tirar foto remotamente, ajuda bastante quando se está sozinho e quer tirar uma foto legal. Sobre a bateria. Eu uso o relgógio diarimanete com o uso do modo esportivo para academia pela manhã e corrida a noite com o uso do gps e contador de calorias e ela está como demostra na foto (ultima carga foi há 05 dias). Achei boa a durabilidade, poderia ser melhor, mas nao é nada decepcionate, acredito que irei carregá-lo uma vez por semana. Nota 8. 5/10."
4,"O produto é ótimo, tem gps, é a prova d'água, marca certinho os treinos e monitora bem o sono. Só não recomendo para mulheres, ele é muito alto e largo, me sinto usando o relógio do faustão. Até hoje não consegui conectar a alexa. Demais opções achei ótimo. Recomendo para homens ou mulheres de pulso beeeem largo."
4,"Relógio muito bom, funções bem fáceis de programar, gps funcionou bem nas atividades de teste, porém ele as vezes pede pra sincronizar antes de gravar a atividade, se não atualizar a sincronia ele não passa pro strava, mas no mi fitness aparece a atividade. Bateria dura vários dias realmente, exercícios que ele foi testado: ciclismo, natação, corrida, pilates e funcionou tudo corretamente. Eu minha esposa usamos ele em breve vamos comprar outro do mesmo modelo. E pode sim deixar celular em casa que ele registra tudo certinho, só se liguem no detalhe da sincronia antes de sair de casa."
5,Excelente. Gps funciona muito bem. Não tive nenhum problema. Recomendo.
5,"Top, bateria aguenta muitos dias, excelente para uso diario , pratica de exercicio, recomendo."
5,"Eu achei um pouco pequeno achei que o de 42 fosse maior um pouco, porem é muito fácil de usar o touch dele é muito bom e o brilho é muito bom, os aplicativos de saúde também são ótimos e vale a pena como o ecg , oxímetro entre outro, pra quem pratica exercícios também é nota 10. Agora sobre o uso dele como celular ou seja usa-lo longe do iphone ha algumas coisas que não é possível tipo se vc deixar o apple watch no modo economia de energia os dados móveis não irá funcionar ou seja notificações e ligações vc não irá receber longe do iphone agora perto do iphone pode deixar no modo economia de energia que ai o funcionamento é via bluetooth e ai vai funcionar, o whatsapp não funciona no apple watch, ele só recebe msgs escritas que vc pode responder com msg escrita também, msgs de áudios vc recebe porem não é possível abrir e vídeos também e para receber msgs do whats longe do iphone com uso do celular no apple whatch o iphone precisa estar ligado e conectado numa rede wifi ou dados móveis!!! na minha opinião pra mim não compensa a versão gps+ celular, ou seja versão só serve pra fazer e receber ligação longe do iphone e hoje em dia ninguém usa mais fazer ligação via celular e sim via whatsapp… e o valor da versão gps é bem mais em conta do gps+cel. Enfim eu gostei do relógio pra mim vai ser muito util, mas pra mim se eu pudesse voltar atrás escolheria a versão de 46 mm e apenas gps alem de ser maior, o valor é mais em conta. Mas essa é apenas minha opinião mas fica ai dica."
5,Função celular funcionando e oxímetro também! top!.
5,"Original. Funciona perfeitamente. Bateria dura quase 20 horas, dependendo do uso. Carregamento extremamente rápido, em menos de 20min já está com a carga completa. Ainda não testei sob água, funções de oxigênio, batimentos cardíacos, eletrocardiograma, qualidade do sono, funcionando perfeitamente. Estou gostando bastante. Uma extensão do celular que é muito pratico. Nada a reclamar! indico."
5,Perfeito do jeitinho que eu sonhei amei de mais.
5,"Excelente produto, meu objetivo era sair sem o celular, e ele atende muito bem, consigo pagar compras com a wallet e fazer ligações mesmo deixando o celular em casa."
5,"Gente só comprem, ele é lindo e tem excelentes funcionalidades."
5,Excelente amei muito lindo 💞😍.
5,O produto supriu minhas expectativas 🥰.
5,Produto excelente e é conforme descrição. Recomendo.
5,Fiel a descrição é muito lindo!.
5,"O produto é original , vem lacrado , é muito top."
5,"Pulso 17cm, considerado fino, ficou otimo, se tiver pulso menor que isso, esquece, ate uns 670 que eu paguei vale o preço."
5,"Excelente relogio, usando a + de 6 meses, duração bateria excelente, guardei meu apple watch que paguei 2 mil. Nao é brincadeira, to falando serio, este relogio é bom mesmo. Pode comprar ! comprei pra mim e pra minha esposa, funciona em tudo com qualquer aparelho."
5,"Realmente muito bom, muito resistente, fácil de mexer, bateria muito boa, qualidade excelente!."
4,Muito bom cumpriu oq promete.
5,"Muito muito bom, superou minhas expectativas. Ele funciona perfeitamente, não foi difícil de configurar e conectar no celular."
5,Muito top.
5,Bom.
5,Mto bom corresponde minhas expectativas.
4,A bateria dura muito pouco.
5,Ammmmei.
4,"Lindo. Gostei bastante, porém a bateria poderia durar um pouco mais."
5,Genteeee. Este relógio é maravilhoso. Lavo vasilha com ele e ele não entra água. Mede as atividades direitinho. A iluminação é excelente. Ele é lindooooo. Fácil de manusear. Podem comprar sem medo.
5,"Eu adorei! fiquei com medo de comprar, se iria funcionar… mas funciona megaaaaa bem! uso até para dormir para dizer sobre meu sono! só comprem! contador de calorias, exercícios, super funcional!."
5,Lindo e fácil de configuração. Super recomendo 🙏👏👏👏.
4,"O relógio é bom, mas não supre as minhas necessidades. A bateria durou 4 dias em uso, para poupar bateria não pode conectar com o celular, o que perde o sentido. A funcionalidade de esportes não permite inserir novos esportes, somente 1. Testei durante os exercícios e não faz a contagem correta de calorias (era a minha necessidade). O relógio em si é bonito, não muito grande e funciona, porém pro que eu queria (monitorar exercícios) não tem funcionalidade."
5,"Adorei! tem função de mensagem do wpp, cronometro, super me atendeu! a bateria dura 2 dias sem carregar."
5,"Até que pra um smartwatch mais barato esse aqui me agradou e olha que é o meu primeiro relógio, responsivo, bonito, leve e prático eu recomendo 👍🏿."
5,"Funciona muito bem, estou adorando."
5,Bom!.
5,"Excelente relógio! já estou usando ele tem 2 semanas. Comprei por essa loja pois me passou mais confiança por ser a loja oficial. Mas você encontra preços um pouco mais baratos q aqui. Relógio muito bom pra quem é atleta, gps dele é top demais. Tamanho dele é muito bom: não é aquela rodelinha gigante, meu pulso não é grande (18anos) e ele fica perfeito no braço! carregamento dele dura em torno de 7 dias tranquilo e eu uso todo dia pra esportes. Carrega super rapidinho. Pra quem tá em dúvida pesquisa mais sobre ele no youtube ou tiktok e vê se é o que está procurando. Gostei demais, super recomendo. Da um like aí se eu te ajudei."
5,"O relógio cumpre muito bem com que promete , o design é lindo, moderno, a pulseira dele não é mto bonita mas ja comprei outra para personalizar , enquanto a integração com iphone roda bem , com fone bluetooth também , nao fica desconectando do nada , nos treinos ele acompanha bem , so falta testar ele na corria mas creio que o desempenho seja bom também , estou acompanhando o meu sono com ele e é bem preciso , notifica quantas vezes acordei e toda qualidade desse sono , bem satisfeita."
5,"Relógio excelente para exercícios, o aplicativo zepp com treinador é perfeito para mim. Comprei um jogo de pulseiras de couro para ocasiões mais sociais, mas a pulseira original de silicone é de um material excelente e confortável. Realmente esse relógio combina com tudo, porém se tiver pulso grande ele pode ficar pequeno. Sugiro medir."
5,"Comprei uma capa protetora pra ele, pra ficar mais robusto também, referente a funcionalidade, sem palavras. Top demais, faz praticamente tudo!."
5,"Muito bom, gps preciso , conecta com strava , pra quem curte pedalar ou fazer caminhada , academia entre outros exercícios, excelente, melhor custo benefício do mercado."
5,É o meu primeiro relógio; melhor custo benefício. Consigo ler mensagem de zap;. Consigo ver passos;. Consigo ver pagamentos e msg de e-mail etc;. Consigo monitorar o coração;. Consigo passar músicas;. Gostei muito !!!.
5,"Eu já havia comprado os fones da qcy, e foram de excelente qualidades, então arrisquei no relógio. O relógio cumpre o que foi prometido (e talvez até melhor). Eu comparei com o oxímetro e aparelho de pressão reais e tanto a oxigenação quanto os batimentos cardíacos são bem precisos. Quanto a distância percorrida ela tem uma margem de erro mas, nada que incomode (os relógios precisos são muito caros - então ok). Em resumo: vale a pena comprar."
4,"É um bom relógio, faço treino de corrida, para o que preciso, me atendeu bem. Ótima duração de bateria, carrego uma vez na semana, mesmo usando o dia todo. Ótimo monitor de sono tbm, para um relógio de entrada, está ótimo!."
5,"O relógio é muito dahora! super recomendo!!! faz ligações, da pra ouvir música, tem calculadora. Enfim, vale a pena."
5,"Já é meu 5º garmin (comecei com o 405cx) e não me arrependo, é caro mas vale o investimento, principalmente se você utilizar o garmin connect (app) para montar treinos e seguir as sugestões do relógio. Palavra de quem corre há mais de 15 anos."
5,"Adorei o relógio para monitorar meus treinamentos! além disso, não preciso do celular para ouvir minhas músicas e o relógio tem tela touch, além de um gps muito bom. Recomendo."
5,"Ótimo! a tela é um show a parte. Tive o 255 e o 265 só perde um pouco na duração da bateria (por conta da tela). Fora isso, conecta rápido ao gps, algumas funções a mais. A tela é muito top!."
5,"Garmin dispensa comentários. O relógio é fantastico. Tudo certo com a compra. Sobre o produto, posso dizer que é original (não sei se existem piratas), mas fiquei bem satisfeito."
5,"Produto muito bom! muitas funções e por isso mesmo demora a gente se acostumar. Mudei do forerunner 35 que nao oferecia quase nada para o 365. Bateria poderia durar um pouco mais, mas já esperava isso por causa das várias funções e da tela. Recomendo o produto."
5,"Muito bom, achei que ia vir com a película mas vou comprar a parte, tô apanhando em algumas configurações mas de início está tudo certo."
5,Muito bom! custo benefício ótimo! bateria dura uns 2 dias! vale a pena a compra!.
5,Barato e tem muita funções boa rápidas minha esposa amou o presente.
5,"Bom o produto, por enquanto meu filho gostou."
5,Maravilhoso super recomendo.
5,Muito bom gostei.
4,"Ele veio com duas pulseiras a preta e a laranja, comprei pro meu sobrinho ele amou, o tamanho ficou bom."
5,Perfeito !!!.
5,"Amei o relógio. Não tiro ele para nada. Pulseiras dão lindas e fáceis de trocar. Parece ser a prova d'água mesmo, bateria dura 1dia, mas algumas funções só funciona com bluetooth ligado no celular o que consome bateria de ambos."
5,Simplesmente lindo. Amei.
5,"Estou usando a quase 1 mês e minhas considerações finais são, vale muito a pena. Obs: eu não faço exercícios físicos portanto, se você está querendo comprar para essa finalidade pode ser que minha avaliação não lhe interesse muito. A bateria dele comigo dura de 5 a 6 dias. Ele é muito fácil de mexer. Pelo aplicativo é possível sim trocar o papel de parede dele e decorar como quiser, além de conter papeis de paredes já pré definidos. Dá para passar as músicas do spotify ou seja qual for o streaming que você utiliza. Dá para atender ligação pelo relógio e sai áudio nele também. Dá para medir pressão, lógico, não é a mesma coisa de um aparelho de pressão comum, mas eu fiz o teste e a taxa de erro é mínima. Acho uma ótima compra."
5,Show.
5,O relógio é lindo minha mãe amou ganhar de presente funciona tudo certinho 🎁❤️.
5,"Relógio aurafit incrível! o design é moderno e elegante, e a pulseira é confortável. As funcionalidades são impressionantes, com mais de 100 modos esportivos e monitoramento de saúde completo. A tela amoled é vibrante e clara, e a bateria dura bastante tempo. Recomendo para qualquer um que busque um smartwatch completo e estiloso!."
5,"Ótimo relogio, só tenho a elogiá-lo. Designer muito bonito, possui várias funções. A conexão muito simples para parear com seu celular, a bateria é otima. Vem acompanhado com duas pulseira para combinar com seu estilo, e com carregar. Ótimo para atividades físicas, muita praticidade, super confortável, totalmente funcional."
5,A tela é nítida e o toque é sensível. Ele também possui gps e conectividade bluetooth integrados. Um produto realmente excelente. Uma experiência de compra muito agradável.
5,"Como é blindo adorei vai me servir em todos as minhas atividades,corre dormir esporte todos estou precisando com este relógio 🔝🔝🔝 demais valeu muito está compra, quem ver este pode comprar 🔝 demais."
5,"Produto perfeito tem tudo, fiquei impressionado, com qualidade da tela oled, e com inúmeras funções que possui, além da bateria que dura semanas, realmente um ótimo smartwatch com carenagem de smartwatch de mais de mil e tela enorme com qualidade absurda, vc pode personalizar sua tela do relógio, já tive outros smartwatch de marcas líder e um igual a este se fosse lançado por marcas líder seria no mínimo uns 2 mil reais, ótima aquisição."
5,"Excelente custo benefício, bateria dura 4 dias. Amei."
5,"Excelente produto! bateria dura dias e dias, já tive um original samsung, e a bateria durava menos de 24h. Esse superou as expectativas!."
5,Lindo amei 💕 muito lindo eu recomendo pft.
5,"Custo-benefício muito bom. Bateria durou 6 dias com uso normal. Muitas funções, bonito, leve. Gostei."
5,"Produto maravilhoso gostei demais, gps marca direitinho dá para conectar no strava, mergulhei ele na água porque eu esqueci kkkk, não danificou nada graças a deus é prova d'água msm a tela é maravilhosa bem viva as cores, não me arrependo nem um pouco e bateria dura bastante, primeira compra que nao me arrependo espero que meu feedback ajude vcs na escolha, ah ele não precisa do celular perto pra funcionar o gps, quando cheguei em casa ele conectou no cll automaticamente e já passou os dados pro app ele é top, pra trocar a tela inicial só colocar o dedo na tela e segurar uns 2 segundos. Bjsss e bons treinos 😸☺️🥰🥰."
5,"Muito bonito e confortável, o fato de ser amoled e poder deixar sempre aceso facilita muito. Muito fácil de conectar e até então desempenhando todas as funções perfeitamente. Pra quem tiver dúvidas, ele sincroniza com o strava. O único ponto negativo é não poder upar fotos para colocar no wallpaper."
5,"Fiquei muito satisfeita com o relógio, marcou certo as quilometragem. Só não pode esquecer de ligar o gps, se não ele marca errado."
5,"O produto é de excelente qualidade, muito bonito, acabamento premium, lindo, leve. Acionei o modo treino, mas tive dificuldade de finalizar. O botão de finalizar não acionou, não sei se ele só aciona quando finaliza as metas ou não sei o que foi! só o botão de pausar a atividade e continuar que funcionou. Mostradores lindos, mas ainda não vi a função de upar fotos, não sei se esse modelo comporta essa função. E as calorias, acho que não marcam corretamente, pois eu estava em baixíssima intensidade e foram mais de 400 kcal. No mais o relógio é lindo, ótimas funções. Satisfeita com minha compra. Recomendo."
5,"Relógio perfeito! amei!!!. Ele realmente tem o gps sem necessidade de andar com o celular junto, marca o trajeto certinho!!. Estou adorando!!."
5,"Produto de excelente qualidade. Funciona conforme descrito, tem boa durabilidade, visual moderno e desempenho satisfatório nas funções. Fiquei bastante satisfeito com a compra. Recomendo!."
5,"Muito moderno e completo, me agradou muito."
5,Boa noite muito obrigado um abraço.
5,Produto aparentemente muito boa a qualidade vamos usar pra testar 😉.
5,Muito bom. Gostei bem resistente.
5,Eu gostei do relogio. Pelo valor é o que se esperava. Podem comprar sem medo.
5,Ótimo até agora.
5,Relogio muito bom. Superou minhas expectativas. Comprei para minha filha de presente ela amou.
5,"Me pareceu ser bem legal, tem entrada para colocar chipe nele. Ainda não consegui ligar ele, na caixa vem a instrução de realizar uma carga quando chega. Vamos ver como vai ser."
5,E de ótima qualidade eu recomendo muito pra quem que um relógio tecnológico.
5,Amei superou minhas expectativas. A bateria dele é ótima e dura muito tempo. Fechou na sexta e na quinta começou a descer a carga da bateria. Gostei demais podem comprar sem medo.
5,O aparelho é muito bom eu particularmente gostei muito veio funcionando bem caixa intacta veio com o cabo carregador e uma pulseira essa q já estou usando e uma de silicone e tmb veio uma chavinha acredito q pra regular a pulseira em fim recomendo demais.
5,"Lindo de viver, vem duas pulceiras, facil de configurar, é só baixar o da fit."
5,Amei. Muito funcional.
5,Minha namorada amou o presente dela❤️.
5,Que surpresa agradável som de qualidade cumpre o que promete recomendo a todos do m. L.
5,"O produto no começo parecia não ser de confiança, mais me surpreendeu com a qualidade do som e você percebe os instrumentos músicais de cada. Eu gostei muito do som. Recomendo ele, é excelente."
5,Boa qualidade de som.
5,"Muita qualidade, o som é extremamente nítido e tem um grave maravilhoso, pela faixa de preço é o que mais compensa."
5,Caixa maravilha perfeita.
5,Gostei bastante pena que não vem carregador só o cabo e veio sem rodinhas fora isso ótimo produto já testei.
5,Olha a caixa e muito boa mesmo tem potência mas o fabricante deveria fabricar com o cabo de carregar diretamente na tomada porquer bateria e meio complicado mas eu gostei mesmo assim também não tem o apoio na parte de trás.
5,"Totalmente igual a do anúncio,super recomendo."
5,Som limpo e de excelente qualidade.
5,Gostei.
5,Ótimo custo e benefício.
5,Produto excelente!.
5,"Qualidade muito boa do som, instalei com o outro aparelho da hayonic, ficou muito bom, super fácil de instalar , eu mesmo instalei , conecta no bluetooth perfeitamente. Estamos gostando do resultado."
5,Otima qualidade e som excelente também. Pode comprar sem medo que vai dar bommmm.
5,"Perfeito para som ambiente ou curtir um som em casa. Ligadas no receiver deram um bom peso! os graves são limitados, mas dificilmente estoura."
5,"Produto confortável que atende bem a que se propõe com um bom custo beneficio, ótimo para área de vendas de empresas. Recomendo a todos do ml."
5,"Produto maravilhoso, com ótima fidelidade sonora e volume eficiente. Utilizando em ambiente aberto e fechado, com uma caixa no salão e outra na tenda. Super compacto, fácil fixação e conexão dos cabos. Com certeza comprarei para projetos futuros."
5,"Pesquisei muito antes de adquirir, comparei com outros equivalentes, todos os quesitos que busquei tinham equivalência, apenas o custo foi decisivo na escolha, e realmente é excelente em tudo, e creiam não é só a marca que define qualidade, quando se tem conhecimento e domínio das características que compõem a qualidade de um produto, é aí que se ganha na economia do custo benefício."
5,Caixa de som aiwa de parabéns muita qualidade se cuida jbl custo benefício um preço justo super recomendo aiwa nota dez.
5,Qualidade sonora surreal não decepciona nem na época que eu tive um discman aiwa é aiwa quem é jbl ? coloca a bomboxx no bolso fi. Podem comprar sem medo.
5,"Qualidade excepcional, sem palavras."
5,"Simplesmente apaixonada nesse compra, comprei pra suprir as necessidades do grupo de dança que faço parte e simplesmente amei. Eu ja tenho uma jbl e sinceramente ela não chega aos pés da aiwa, som da aiwa é alto e limpo. Podem comprar sem medo, tirem da cabeça a ilusão de jbl."
5,Adorei.
5,"Caixa de som bluetooth essential sound go i2go 10w rms resistente à água e até 8h de bateria= eu já conhecia o produto. É o 2º que compro. Então, nem preciso comentar muito. Super aprovado. Recomendo."
5,Adorei comprarei mais vezes.
5,Ótima qualidade.
1,"Graves inexistentes. A borracha que reveste a caixa não é aquela macia, que adere ao local onde vc coloca. É uma borracha dura, que faz a caixa escorregar sobre uma superfície lisa."
5,"Bom produto principalmente se vc mora em apto fiz teste com vários estilos já que sou eclético e me surpreendeu sem perder qualidade,bons graves."
5,"Mano sensacional essa caixa, não tenho o que falar sobre qualidade de som, parte interior muito muito bem feita, pode comprar sem medo, totalmente original vem tudo certinho na caixa, comprem sem medo de ser feliz."
5,"Gostei do produto. Porém, as classificações que que tinha no produto falava que a bateria durava uma média de 18h00. Mas ao realizar o teste ela só durou 2h00 tocando músicas em volume médio. Ou seja não cumpriu com o que estava nas especificações do produto."
5,"Qualidade do som muito boa, bem definidas. Bateria dura bastante. Ótima aquisição."
5,"Caixa excelente, supera expectativas, principalmente pelo preço que paguei."
4,"Boa toda. A bateria não é a msm das concorrentes, mas, não deixa a desejar. Ótimo custo benefício."
4,Gostei porém achei que desacarega muito rápido.
5,Muito bem feito. Bateria durando cerca de 5:30 no rádio. Som bom. A conectividade inicial deu um pouco de trabalho mas depois tranquilo. Aprovado.
5,Comprei para utilizar no computador. Tem funcionado bem. Lembrando que para isso precisei comprar um cabo auxiliar pois meu computador não tem bluetooth. Tudo dentro do previsto.
5,Som excelente!!! comprei pra igreja foi um ótimo investimento pra casa do meu jesus 🙌🏻🕊️.
5,"Excelente, é potente , som alto recomendo."
4,Boa pelo preço.
5,"Muito boa a caixa, qualidade surpreendente."
5,Som profissional superou minhas expectativas.
5,"Muito boa a caixa, qualidade de som! so achei o ruim a conectividade do bluetooth que a distância não da 5 metros ja fica falhando."
5,Recomendo. Caixa bonita e som d ótima qualidade.
5,"Um ótimo produto em questão custo benefício,não comprem pensando que tem a mesma potência da jbl até mesmo pela grande diferença dos valores dos produtos. Mas estou satisfeito,uma boa caixinha bem potente."
5,"Exelente produto, caxinha otima de baterria e tem graves exelentes, impressiona muito pelo tananho 👏👏👏🙏."
5,Top som tem uns graves bons pelo tamanho pra ambiente fechado e top mais pra lugar mais aberto tem q compra uma maior pra fazer som bom mais eu curti muito.
5,"A caixa no geral é muito boa, a qualidade do som é ótima, os leds são um show a parte, só pecaram no equalizador, apenas duas posições. O que fica bem limitado, lembrando que vc também pode usar o equalizador do aplicativo do celular o que deixa mais confortável. No geral nota 8."
5,"Caixa de som top. Excelente grave, som alto. Bateria dura por volta de 4h."
5,Foi presente pro meu psi ele amou perfeita.
5,É muito linda. Até maior do que imaginava. O som é muito limpo. Vale super a pena.
5,"Ótimo caixa, porém o grave é fraco e a qualidade áudio não é tão boa."
5,Ótima qualidade. Apresentação muito bonita. Design moderno.
5,Bom custo benefício.
5,"Espero que meu pai goste, não abri a caixa ainda. Espero que não esteja quebrado."
5,Excelente.
5,Ótimo.
5,Caixa top som muito bom grave que empresiona melhor até que jbl nada a dizer ao contrário.
5,"A caixa é ótima, durabilidade da bateria ótima tbm. Não consigo parar de ouvir música desde que."
5,Eu gostei do produto vcs estão de parabéns.
5,Perfeita. Amei e o custo benefício maravilhoso.
5,Top.
5,"Eu estou impressionado com o som, mesmo baixinho é muito audível, e brando, agradável, parece a vós da pessoa mesmo, só uso pra ouvir música bluetooth."
5,Trabalho com voz e violão. Valeu a pena o investimento.
5,Show de bola.
5,"Produto excelente, obrigado a todos."
5,"Ótimo custo benefício, cumpre o q promete!!!."
4,"Achei que não me agradaria por causa do tamanho pequeno, achei que eram maiores, no primeiro teste em ambiente mais aberto não me agradou, falam que as caixas tomate faltam agudos e ouvindo estas edifier que eu também senti falta achei estranho, pra mim o ajuste de agudos ficou no max. Depois coloquei na minha sala de tv ao lado do toca discos, aqui o som já se comportou bem melhor, veio um grave relativamente bom, agudos acompanham bem , no volume máximo não distorcem porém existem uma compressão eletrônica que baixa o som pra não distorcerem. Não indicado colocar a caixa ao lado do toca disco pq passa a vibração do som pra agulha e entra em ressonância com o som grave. No geral é satisfatório pra ima sala pequena ou monitor de computador. Mas vou fazer upgrade no futuro. Entrada optica é mais alta, bluetooth bom alcance e sinal de linha ok. Não percebi perca de qualidade entre as entradas. Vou usar optica na tv , bluetooth de vez em quando e sinal de linha no toca discos."
5,"Excelente. Alta fidelidade de som, ótima qualidade de construção. O som não é muito alto, porém a qualidade de áudio surpreende. Graves bem definidos e marcados, mesmo com o volume máximo não distorce o som."
5,"Impressionado ! realmente essa marca é muito boa, ótima qualidade de som, graves macios, médios e agudos no ponto certo e acabamento perfeito. Recomendo para quem realmente quer qualidade. Utilizo em um espaço de 4x3 mt para música e filmes."
5,"Umas das melhores compras que já fiz, a diferença no áudio para mim que usava uma jbl é enorme, não pelo volume ou potência, mas pela clareza do som, com graves na medida e sem distorção em volume mais alto. Tenho um fone bluetooth da mesma marca que tambem é excelente, por isso optei pelas caixas. O produto é bem bonito e com ótimo acabamento, super recomendo!."
5,"Muito satisfeito com minha compra,uso pra ouvir música e assistir filme muito prática ocupa pouco espaço vou dar destaque pra entrada óptica que ficou ótimo conectado na tv."
5,"Caixa de som super boa , com graves , som suave e limpo , pra lazer ou se vc tiver fazendo alguma tarefa schow de bola qualidade super mil , vale 5 estrelas."
5,"O som é alto, limpo e com graves marcantes, ideal tanto para momentos de lazer quanto para animar encontros com amigos. A iluminação rgb dá um toque moderno e super estiloso, criando um clima incrível, principalmente à noite. A conexão via bluetooth é rápida e estável, e a bateria tem uma ótima duração, aguentando horas de uso sem precisar recarregar."
5,"Ameiiii compacta e potente na medida certa! gostei do som ,limpo. Ameiii❤️."
5,"Gostei muito do produto, ótimo custo benefício. Uma caixinha compacta mais com um som muito bom ao mesmo tempo! ideal para vários tipos de lugares, tanto interno como externo! e ela é bonita também, vai ser muito útil para toda minha família nas horas de trabalho e lazer."
5,Muito boa. Som de qualidade e bateria de 4 horas.
4,"Difícil praca pra instalar no gesso, sistema de parafuso não ajuda, slc! o som alto e ""bonzin"". Material de plástico fraco. Não arrependi. Nota de 1 a 10 , dou 6,9. Acima da média. Mas vamos que vamos."
4,Bom produto para musica ambiente.
5,"Boa, só achei o som muito grave."
5,"Ótimo recomendo, o som muito agradável ao ambiente."
5,"Qualidade no som, recursos embarcados oferecidos. Excelente aquisição. Valeu indiscutivelmente o valor."
5,Top top.
5,Sensacional.
5,"Estou amando o som ,perfeita qualidade, o som bem alto do jeito que gosto muito bonita. Eu recomendo vcs estão de parabéns ☺️❤️👏amei amei."
5,"A caixa tem um som muito bom, pro porte dela. Mesmo com o volume alto, manteve a qualidade. Excelente custo benefício. Só poderia ter uma base melhor para ela ficar na posição certa, com o alto falante na posição frontal, achei muito pequeno. Fora isso, até agora, perfeita!!."
5,"Caixa de som ótima, bonita e parece resistente. O som é bem bom, mas não tem muito grave - por esse valor não esperava que tivesse. Tem entrada para cabo p2, que pra mim é importante para conectar no projetor direto (ainda vou testar), porque se conectar por bluetooth o filme fica um pouco fora de sinc. Se comprar 2 dá pra emparelhar ambas fazendo um som estéreo de verdade. Recomendo!."
4,"Tem um som razoável, mais dar pra curtir uma música."
5,"Ameii!! o som dessa caixa é simplesmente surreal, super potente. A aiwa superando a jbl."
5,Recomendo potência melhor que a bombox 3 bem mais alto.
5,"Olhei ela num dia era 1. 750 no outro dia subiu pra 1. 799, comprei pesando que ia subir mais o preço, porém agora depois da compra feita fui olhar novamente ela está mais barata que antes, resumindo me lasquei em 50 reais kkk. Porém é boaa."
5,Bruta! braba! pode comprar sem medo na minha humilde opinião melhor que a famosa jbl.
5,Com certeza uma excelente compra. Qualidade no som. Potência ótima. Com certeza relembra a aiwa e mata a saudade de som com qualidade.
5,"Caixa de som muito boa, som sem ruído e bem alto. Recomendo."
5,Produto de ótima qualidade recomendo demais a compra.
5,Ótimo custo benefício. Podem comprar sem medo. Adorei!!!.
5,"Muito forte e alta, porém descarrega rápido!!!!."
5,"Não tem nem o que dizer sobre as caixas jbl. Já tive a jbl go, charge 4 e flip 6. Essa tem uma grave absurdo de bom! eu só deixo o alerta para aqueles que quiserem comprar a encore essencial achando que é a mesma coisa da encore. Quando compra sem microfone ela vem com diferenças, tipo: não tem bateria removível, não tem suporte para os microfones atrás, a alça não é flexível e não tem os controles de microfone. De resto é tudo igual."
5,"Som potente e cristalino, com graves marcantes e agudos equilibrados. A qualidade de construção é impecável, transmitindo durabilidade e sofisticação. Superou minhas expectativas!."
5,"Uma das minhas melhores compras , amei , ela é maravilhosa , bem alta , ótima durabilidade , carreguei 100% , passei o dia inteiro ouvindo música no volume medio , super recomendo , estou apaixonada."
5,"Ótimo custo benefício, caixa excelente."
5,"Essa caixa de som bugani tem uma qualidade sonora ótima é bem alto o som ,voz nítida e ótimo grave, bateria com grande qualidade de duração. Material da caixa de som é perfeia. A qualidade em geral nota 10, perfeito !!! recomendo a todos."
5,"Estou simplesmente impressionado com a qualidade dessa caixa de som bugani! o som é potente, com graves bem definidos graças ao subwoofer ativo. A conexão bluetooth é rápida e estável, e o recurso de emparelhamento tws deixa a experiência ainda melhor quando uso duas ao mesmo tempo. A bateria realmente dura bastante — as 24 horas de reprodução são reais! além disso, o fato de ser à prova d’água (ipx6) me dá total tranquilidade para usar em ambientes externos, como praia e piscina. Ótima escolha para quem busca som de qualidade e durabilidade!."
5,"Melhor caixa de som custo benefício, som alto com ótima qualidade."
5,Fiquei totalmente impressionado qualidade de som qualidade do produto muito bom super indico para qualquer pessoa que quer gastar muito dinheiro para ter uma caixinha de ótima qualidade tá aí parabéns 👏👏👏👏👏👏👏👏👏👏👏👏👏👏.
5,"Pontos positivos:. ✅ boa construção – material sólido e acabamento bem feito. ✅ graves presentes – mesmo sem subwoofer dedicado, os graves são encorpados. ✅ versatilidade – bluetooth, rca agregam valor. Pontos a melhorar:. 🔹 agudos um pouco agressivos – o tweeter pode soar estridente em volumes mais altos, especialmente em músicas com muitas frequências altas. Algumas vozes e instrumentos como pratos de bateria podem parecer artificiais ou excessivamente brilhantes. 🔹 falta de refinamento na equalização de fábrica – mesmo com ajustes manuais no controle de tons, os agudos ainda podem se destacar mais do que o ideal, dependendo da música e do ambiente. Sugestões de melhoria:. 1️⃣ ajuste no equalizador – reduzir um pouco as frequências altas no software ou diretamente no controle de tons pode amenizar o problema. 2️⃣ posicionamento das caixas – deixar os tweeters na altura dos ouvidos e afastar um pouco das paredes pode equilibrar melhor o som. 3️⃣ uso de dac externo – se estiver conectado via cabo, um conversor digital-analógico (dac) de melhor qualidade pode suavizar os agudos."
5,"O produto de muita qualidade, incrível!."
